Episode,Return
106,-466.487055263104
107,-551.5439335769552
108,-745.0233391410075
109,-867.3866167023949
110,-768.9357768181039
111,-481.17473708516394
112,-396.84615623653366
113,-793.018740049598
114,-536.0695971934346
115,-379.32818589783676
116,-633.7925872476502
117,-707.8051164879316
118,-728.6498798128159
119,-427.62541705720446
120,-629.9212585110354
121,-596.8563028399151
122,-531.8849226113347
123,-533.5764487264455
124,-631.1094499928519
125,-673.4642964113492
126,-34.36964769862175
127,-616.911945018146
128,-676.0190183808431
129,-583.3386913688292
130,-648.8537330424795
131,55.07179838281718
132,-4.181754191966206
133,-793.4793706069958
134,-1.1469069201107231
135,-846.9877042152796
136,-839.9292863459727
137,-806.4289993800508
138,-814.2963927249415
139,-655.5551985969097
140,10.485026888561265
141,-703.7862547279071
142,-701.4084259483075
143,-709.3492783154691
144,-849.003532903047
145,-753.076961514538
146,-697.4567552493809
147,-788.0325530668867
148,17.282464146501354
149,-703.3197278047575
150,40.720355126303446
151,14.296704931707893
152,40.55408856871645
153,-1.0137127314223449
154,-4.5516478366330375
155,52.99507514273512
156,38.0785013334355
157,40.37827955582742
158,28.79182019483636
159,47.523243054652255
160,-789.560458582615
161,51.63397367044308
162,64.03149588905359
163,57.96996783586468
164,-773.5054046081173
165,80.02683072730326
166,43.454833659223254
167,46.415816132727514
168,88.4980300881042
169,76.02207290989264
170,75.79909190207229
171,92.20381353774627
172,85.59235134487437
173,78.1321629913088
174,104.23565736720928
175,117.39044494562143
176,81.63249019843477
177,114.53496613088834
178,96.93021754759997
179,122.50643625230907
180,127.35732523910019
181,160.722894019045
182,150.70223713145305
183,96.00315918549705
184,140.30505988802963
185,75.99979610854376
186,142.0667243154997
187,148.83968802350404
188,159.4647830849417
189,198.31686190344368
190,126.26695118716879
191,173.236610541485
192,143.67408475193395
193,183.43758933081187
194,141.18281865762435
195,140.202376081281
196,168.93490126203722
197,135.95008371677687
198,178.4735114388116
199,169.20839713401062
200,135.79028129455645
201,105.7755726371791
202,187.06231472715803
203,140.96613687187232
204,251.6724112629398
205,242.37388412436428
206,204.86081895714517
207,181.7420432102648
208,178.64795276522563
209,187.63374170496252
210,159.34282975762454
211,153.04787866854372
212,153.35220817583775
213,125.03343429402707
214,198.00182406697138
215,175.72636254101826
216,181.59256337106723
217,142.53593450806426
218,123.5992063245755
219,141.62640850766581
220,121.18319091679018
221,125.41911873898658
222,119.469764809928
223,137.99778990838195
224,142.80689122240102
225,106.12683875650993
226,132.12025933680496
227,170.3526674454655
228,126.39266856339594
229,185.6569966189162
230,179.65236901972946
231,-479.38774295717485
232,162.90116011213223
233,97.8356849126734
234,131.53066125326927
235,85.51612623757688
236,124.56653592007547
237,112.71598160194765
238,79.05935994662718
239,97.0619448183802
240,127.829635442815
241,128.91069630776758
242,112.76775095605001
243,135.8926055141165
244,129.55247969385005
245,119.5995584242907
246,119.52295489530621
247,124.67716149847149
248,175.666345218378
249,121.40924365672367
250,204.62325092439448
251,88.63998383398092
252,174.96490688611345
253,119.3824059131586
254,178.62041640348616
255,77.00540966112823
256,153.67136990329192
257,103.39113962183785
258,105.26551301838964
259,86.30249912527745
260,120.08413505402012
261,117.56812276237179
262,61.68878831199663
263,86.09318827047264
264,155.21072776395266
265,105.91954936194128
266,107.92987409394897
267,155.65392734936182
268,123.78389622899954
269,227.09827711250028
270,119.67689270318357
271,-499.6664571665568
272,161.50234861522642
273,150.84645203453698
274,147.70334233275747
275,221.5809640178905
276,159.41922343317248
277,116.99601807363234
278,158.54488290462643
279,109.82926868185234
280,89.2132816219812
281,116.0446436804217
282,120.640843337587
283,125.67280858621336
284,91.43269260746314
285,111.25869503671117
286,117.60222972136233
287,102.58966300667919
288,159.39530198669712
289,88.8308035344952
290,96.98515230666402
291,111.49308807186037
292,129.97306814610494
293,67.23536121447546
294,79.11914640847448
295,86.63154798299348
296,64.48075096483132
297,119.63909176472009
298,115.42358845400292
299,87.70361573473355
300,59.09313894876891
301,105.00650229575905
302,119.60576076172919
303,64.74598697490427
304,73.64355938539717
305,-664.0050055006079
306,150.0633392276378
307,144.69566455114204
308,145.3208694882207
309,121.53370055377547
310,96.57845827251515
311,66.54717680155943
312,129.64186464747166
313,87.16793227879879
314,114.68924139262009
315,90.09082428970515
316,109.59000802828638
317,89.32732136580063
318,102.14465153768327
319,60.49813115211657
320,81.47551629821106
321,86.56513257206996
322,169.61574029001292
323,113.80007327108774
324,86.976140877977
325,83.84287463835767
326,87.99982834076269
327,73.90023764809723
328,82.32553011966473
329,93.50929247788383
330,81.24371794898826
331,75.75524020183622
332,61.39629057791524
333,108.35979847906026
334,119.37505387154084
335,77.88359513754835
336,83.35432693475889
337,94.57826364534941
338,107.28547430279929
339,145.11950153605665
340,90.01351968082793
341,112.8347978498075
342,118.88133185950238
343,96.61964275567516
344,127.10239144233753
345,108.27086449190818
346,133.98661559712087
347,90.36211114529186
348,128.75063905891392
349,130.47857802687622
350,113.17561302834446
