location_x,location_y
-6.4571332931518555,61.00599670410156
-6.455867767333984,61.20599365234375
-6.454602241516113,61.40599060058594
-6.453336715698242,61.605987548828125
-6.452071189880371,61.80598449707031
-6.4508056640625,62.005977630615234
-6.449541091918945,62.20597457885742
-6.448275566101074,62.405967712402344
-6.447010040283203,62.60596466064453
-6.445744514465332,62.80596160888672
-6.444478988647461,63.005958557128906
-6.44321346282959,63.205955505371094
-6.441947937011719,63.40595245361328
-6.440682411193848,63.6059455871582
-6.439416885375977,63.80594253540039
-6.4381513595581055,64.00593566894531
-6.436885833740234,64.20592498779297
-6.435620307922363,64.40592193603516
-6.434354782104492,64.60591888427734
-6.433089256286621,64.80591583251953
-6.43182373046875,65.00591278076172
-6.430558204650879,65.20590209960938
-6.429292678833008,65.40589904785156
-6.428027153015137,65.60589599609375
-6.426761627197266,65.80589294433594
-6.425497055053711,66.00588989257812
-6.42423152923584,66.20588684082031
-6.422966003417969,66.4058837890625
-6.421700477600098,66.60588073730469
-6.420434951782227,66.80587768554688
-6.4191694259643555,67.00587463378906
-6.417903900146484,67.20586395263672
-6.416638374328613,67.4058609008789
-6.415372848510742,67.6058578491211
-6.414107322692871,67.80585479736328
-6.412841796875,68.00585174560547
-6.411576271057129,68.20584869384766
-6.410310745239258,68.40583801269531
-6.409045219421387,68.6058349609375
-6.407779693603516,68.80583190917969
-6.4065141677856445,69.00582885742188
-6.405248641967773,69.20582580566406
-6.403983116149902,69.40582275390625
-6.402717590332031,69.60581970214844
-6.40145206451416,69.80581665039062
-6.4001874923706055,70.00581359863281
-6.398921966552734,70.205810546875
-6.397656440734863,70.40579986572266
-6.396390914916992,70.60579681396484
-6.395125389099121,70.80579376220703
-6.39385986328125,71.00579071044922
-6.392594337463379,71.2057876586914
-6.391328811645508,71.4057846069336
-6.390063285827637,71.60577392578125
-6.388797760009766,71.80577087402344
-6.3875322341918945,72.00576782226562
-6.386266708374023,72.20576477050781
-6.385001182556152,72.40576171875
-6.383735656738281,72.60575866699219
-6.38247013092041,72.80575561523438
