smoothed_x,smoothed_y,curvature
-6.45713324773879,61.005996522449266,2.590312768221596e-06
-6.4558678581601106,61.20599392482214,2.8921031920299544e-06
-6.454602264222648,61.40599087306435,3.4848319445731754e-07
-6.453336624872122,61.60598736717591,3.6071101448258246e-06
-6.452071235293438,61.805983588809106,3.4365024895813328e-06
-6.450805981953944,62.00597872052879,1.0778568423229885e-06
-6.449540774027511,62.20597348894396,1.0778568481549726e-06
-6.448275520688016,62.40596862066364,3.2981804514455736e-06
-6.447010131109333,62.60596484229683,3.014319239517241e-06
-6.445744514465337,62.80596124558227,2.2635044339931804e-07
-6.444478988647466,63.00595892043346,5.101754886329015e-07
-6.443213462829594,63.20595532371888,7.902279263478616e-08
-6.441947937011724,63.40595154535208,1.2212665215929913e-07
-6.440682411193853,63.60594740368076,2.1552173725352494e-07
-6.439416885375982,63.80594108218243,1.1494742816510513e-07
-6.438151359558111,64.0059340340751,5.028950105166648e-08
-6.43688583374024,64.20592771257678,1.796036441366553e-07
-6.435620307922369,64.40592193603521,2.2270305719943168e-07
-6.4343547821044975,64.60591888427739,7.1838430800641255e-09
-6.433089256286626,64.80591546921508,1.7241503574100962e-07
-6.431823730468755,65.00591023763026,6.538688517111194e-07
-6.430558204650884,65.20590464274093,3.4130463270677455e-07
-6.429292588006887,65.40589941115611,3.29451976057626e-06
-6.428027198428204,65.60589526948479,3.5639043619129977e-06
-6.426761945088709,65.80589294433598,1.1496531574596174e-06
-6.425496737162277,66.00588989257818,1.164021655137398e-06
-6.424231483822782,66.20588684082036,3.3771484976903804e-06
-6.4229660942440985,66.40588378906256,3.1364117952431542e-06
-6.421700477600103,66.60588146391373,4.418739795400104e-07
-6.420434951782232,66.80587732224242,3.9523981298196343e-07
-6.419169425964361,67.0058720906576,5.747261872266963e-08
-6.41790390014649,67.20586649576828,5.747261872266963e-08
-6.416638374328619,67.40586126418346,2.0115197120024005e-07
-6.4153728485107475,67.60585712251215,1.4367606403414325e-07
-6.414107322692876,67.80585552397233,1.436760695850843e-07
-6.412841796875005,68.00585138230102,2.0115197120031064e-07
-6.411576271057133,68.2058461507162,5.747261317158741e-08
-6.410310745239263,68.40584055582687,5.747261260956917e-08
-6.409045219421391,68.60583532424205,1.7241598142762436e-07
-6.40777969360352,68.80583118257073,1.5804453870030318e-07
-6.40651416778565,69.00582885742193,5.53276895748906e-07
-6.405248641967778,69.20582580566412,2.5508693289818683e-07
-6.4039830253237815,69.4058227539063,3.1507906136748973e-06
-6.402717635745098,69.6058197021485,3.3915015338982543e-06
-6.401452382405603,69.80581737699967,9.772874554050387e-07
-6.400187174479171,70.00581323532836,1.3076873834794158e-06
-6.398921921139676,70.20580800374354,3.463422915284606e-06
-6.397656531560994,70.40580240885421,3.0646579755920174e-06
-6.3963909149169975,70.6057971772694,8.266871207035524e-08
-6.395125389099126,70.80579303559809,7.113215468045211e-07
-6.393859863281255,71.00579143705828,1.4367607014708112e-07
-6.392594337463384,71.20578729538695,2.0115197120031064e-07
-6.391328811645512,71.40578206380215,5.747261373360565e-08
-6.390063285827642,71.60577646891281,5.7472618722675764e-08
-6.38879776000977,71.80577123732799,1.724159819895576e-07
-6.3875322341919,72.00576709565668,1.58044526474381e-07
-6.386266708374029,72.20576477050787,1.4367555929214738e-08
-6.385001182556157,72.40576171875006,2.873528011270665e-08
-6.383735656738286,72.60575866699224,2.8735296765539898e-08
-6.3824701309204155,72.80575561523443,1.436757869492886e-08
-6.3812046051025435,73.00575329008562,7.25692071999888e-07
-6.379939079284672,73.2057491484143,1.1140573957801743e-07
-6.378673462640677,73.40574391682948,3.0646579600627664e-06
-6.377408073061993,73.60573832194015,3.463422920835481e-06
-6.376142819722498,73.80573309035535,1.3364166880162086e-06
-6.374877611796066,74.00572894868402,9.916484418431608e-07
-6.373612358456571,74.20572735014422,3.5495258340492854e-06
-6.372346968877888,74.40572320847289,3.3232552464828355e-06
-6.371081352233891,74.60571797688809,3.4130463881989513e-07
-6.36981582641602,74.80571238199875,6.251325426307936e-07
-6.368550300598149,75.00570715041394,1.7241598086553337e-07
-6.367284774780278,75.20570300874262,1.5804453202535906e-07
-6.366019248962408,75.4057006835938,1.4367556491204967e-08
-6.364753723144536,75.605697631836,2.873528566365779e-08
-6.363488197326665,75.80569458007818,5.550951139199089e-15
-6.362222671508794,76.00569152832037,2.8735280112696568e-08
-6.360957145690922,76.20568847656256,1.4367562042140982e-08
-6.359691619873051,76.40568615141375,1.5804452092343663e-07
-6.358426094055181,76.60568200974242,1.7241598641651474e-07
-6.35716056823731,76.80567677815762,5.963962341124964e-07
-6.355895042419438,77.00567118326828,3.2693470854089757e-07
-6.3546294257754425,77.20566667829246,3.1364803192474973e-06
-6.3533640361967585,77.40566144670765,3.391575303389916e-06
-6.352098782857263,77.60565694173184,1.092221578422567e-06
-6.350833574930832,77.80565134684251,1.1065902614013012e-06
-6.349568321591336,78.00564611525769,3.2335466979965867e-06
-6.348302932012654,78.20564197358637,2.964019812343353e-06
-6.347037315368657,78.40563964843756,2.694541415081602e-07
-6.345771789550787,78.60563659667974,5.389112170999316e-07
-6.344506263732915,78.80563354492193,5.550951139199089e-15
-6.3432407379150435,79.00563049316412,5.550951139199089e-15
-6.341975212097173,79.2056274414063,2.8735280112696568e-08
-6.340709686279301,79.4056243896485,1.4367562042140982e-08
-6.33944416046143,79.60562206449968,1.5804452092343663e-07
-6.33817863464356,79.80561792282836,1.724159858545026e-07
-6.336913108825689,80.00561269124356,2.8736315755451422e-08
-6.335647583007817,80.20560709635423,4.310423954482575e-08
-6.334382057189947,80.4056025913784,1.4368032945960574e-08
-6.333116531372076,80.60559735979359,1.4368042924045777e-08
-6.331851005554204,80.80559285481777,6.107620745612739e-07
-6.3305854797363335,81.00558725992845,3.125672931174014e-07
-6.329319863092337,81.20558202834363,3.294519749473936e-06
-6.328054473513653,81.40557788667232,3.56390436022727e-06
-6.326789220174159,81.6055755615235,1.1496531519088507e-06
-6.325524012247726,81.80557250976568,1.1640216484627222e-06
-6.324258758908231,82.00556945800787,3.4058791436984457e-06
-6.322993369329549,82.20556640625006,3.122055844090511e-06
-6.321727752685552,82.40556335449224,2.5508694400008907e-07
-6.32046222686768,82.60556030273443,5.532768957489009e-07
-6.319196701049809,82.80555797758564,1.580445220474195e-07
-6.317931175231939,83.00555383591431,1.7241598697854522e-07
-6.316665649414068,83.2055486043295,2.873631519343624e-08
-6.315400123596196,83.40554300944017,4.3104240106840935e-08
-6.314134597778326,83.60553850446433,1.4368032945960574e-08
-6.3128690719604545,83.80553327287953,1.4368042924045777e-08
-6.311603546142583,84.00552876790371,4.31042184646033e-08
-6.310338020324712,84.20552317301438,2.8736309642333853e-08
-6.309072494506841,84.40551794142957,1.7241596976344958e-07
-6.30780696868897,84.60551379975826,4.096030134999646e-07
-6.306541442871099,84.80551147460943,2.98190302172324e-07
-6.305275826227103,85.00550842285162,3.093321052302311e-06
-6.304010436648419,85.2055053710938,3.4058791603512994e-06
-6.302745183308923,85.405502319336,1.135293071198577e-06
-6.301479975382492,85.60549926757818,1.1065644750340413e-06
-6.3002147220429965,85.80549621582038,3.420232024464486e-06
-6.298949332464313,86.00549389067157,3.280103196272724e-06
-6.297683715820318,86.20548974900025,4.5625006791375437e-07
-6.296418190002447,86.40548451741543,5.389236037255866e-07
-6.295152664184575,86.60547892252612,4.310423898280598e-08
-6.2938871383667045,86.80547441755029,1.4368031821934813e-08
-6.2926216125488335,87.00546918596547,1.4368042362033658e-08
-6.2913560867309615,87.20546468098965,4.310421790258812e-08
-6.290090560913091,87.40545908610032,2.8736309642333853e-08
-6.28882503509522,87.6054538545155,1.7241596976344958e-07
-6.287559509277349,87.8054497128442,1.5804453202541454e-07
-6.286293983459478,88.00544738769537,1.436756204213594e-08
-6.285028457641607,88.20544433593757,2.8735296765560068e-08
-6.283762931823735,88.40544128417974,6.112949473045109e-15
-6.282497406005864,88.60543823242195,5.676465088764884e-07
